,position
14625,"['CB', 'CDM']"
14626,['GK']
14627,['RB']
14628,['CM']
14629,"['ST', 'LM']"
14630,['RM']
14631,['CM']
14632,"['LB', 'RB']"
14633,['CM']
14634,"['CDM', 'CM']"
14635,['ST']
14636,['CB']
14637,['CB']
14638,"['RB', 'CB']"
14639,"['RM', 'ST']"
14640,"['CB', 'LB']"
14641,"['ST', 'LM', 'RM']"
14642,['CB']
14643,"['CM', 'CDM']"
14644,"['ST', 'CF']"
14645,['CM']
14646,['RM']
14647,"['CB', 'LB']"
14648,['GK']
14649,['GK']
14650,"['LM', 'RM']"
14651,['CB']
14652,"['CM', 'CDM', 'CB']"
14653,"['RW', 'CAM']"
14654,"['CM', 'CB']"
14655,['CB']
14656,"['ST', 'CAM', 'LM']"
14657,"['CDM', 'CB']"
14658,['ST']
14659,"['CF', 'ST']"
14660,['GK']
14661,['RB']
14662,['CM']
14663,['GK']
14664,"['CM', 'CDM', 'CAM']"
14665,['ST']
14666,['CB']
14667,"['LM', 'LB', 'CDM', 'CM']"
14668,"['ST', 'RM', 'RW']"
14669,['GK']
14670,"['LW', 'RW']"
14671,"['CM', 'LM']"
14672,['CB']
14673,"['LB', 'LWB']"
14674,['LB']
14675,['CM']
14676,"['RM', 'CM']"
14677,['ST']
14678,['CB']
14679,['CB']
14680,['LM']
14681,['RB']
14682,"['RB', 'RM']"
14683,"['ST', 'LW']"
14684,['GK']
14685,['CDM']
14686,"['CB', 'LB']"
14687,['GK']
14688,['GK']
14689,"['CM', 'CDM']"
14690,"['LM', 'LW', 'RM']"
14691,['CAM']
14692,['ST']
14693,"['ST', 'LW']"
14694,"['RB', 'CB', 'RWB']"
14695,"['RM', 'LM', 'CAM']"
14696,['CB']
14697,['CB']
14698,['CB']
14699,['ST']
14700,['ST']
14701,['CB']
14702,['ST']
14703,['ST']
14704,['CM']
14705,"['CAM', 'CM']"
14706,['CAM']
14707,"['CM', 'CB']"
14708,['CB']
14709,"['RM', 'RW']"
14710,['CM']
14711,['ST']
14712,"['CM', 'CDM']"
14713,"['RB', 'CDM']"
14714,"['LB', 'CB']"
14715,"['CDM', 'CB']"
14716,"['LM', 'CB']"
14717,['CB']
14718,['CAM']
14719,['ST']
14720,"['CAM', 'RM', 'LM']"
14721,['ST']
14722,"['RB', 'RWB']"
14723,['CB']
14724,['LB']
14725,['ST']
14726,['RM']
14727,"['LM', 'CAM', 'LW']"
14728,['RM']
14729,"['CDM', 'CB', 'CM']"
14730,"['RB', 'RM']"
14731,['ST']
14732,"['CDM', 'CM']"
14733,['RB']
14734,['RM']
14735,"['LB', 'LM']"
14736,['ST']
14737,['LB']
14738,['CB']
14739,['CB']
14740,"['ST', 'LW']"
14741,"['CM', 'CDM']"
14742,['CDM']
14743,"['RB', 'RWB', 'CM']"
14744,"['CDM', 'CM', 'RB', 'CB']"
14745,"['RW', 'ST', 'RM']"
14746,"['LB', 'RM', 'CM']"
14747,"['RM', 'LM', 'RB']"
14748,"['CDM', 'CM']"
14749,['GK']
14750,['GK']
14751,"['RM', 'CM']"
14752,"['LM', 'ST']"
14753,['GK']
14754,['LB']
14755,['GK']
14756,"['RM', 'CAM']"
14757,['CDM']
14758,"['CB', 'LB', 'RB']"
14759,['GK']
14760,"['CB', 'LB', 'ST']"
14761,['LB']
14762,['CB']
14763,['CM']
14764,['RM']
14765,['ST']
14766,['RM']
14767,['GK']
14768,"['CB', 'RB']"
14769,['CM']
14770,['CM']
14771,['ST']
14772,['GK']
14773,"['RB', 'RWB']"
14774,"['ST', 'CAM']"
14775,['ST']
14776,['LB']
14777,['RM']
14778,"['CDM', 'CM']"
14779,['CB']
14780,['GK']
14781,['GK']
14782,['GK']
14783,['GK']
14784,['CB']
14785,"['CM', 'CDM']"
14786,['CB']
14787,"['CB', 'RB']"
14788,"['RM', 'LM']"
14789,['RB']
14790,['RB']
14791,['CM']
14792,['ST']
14793,['LW']
14794,['CDM']
14795,"['RB', 'CB', 'CDM']"
14796,['GK']
14797,"['CDM', 'CB']"
14798,['CM']
14799,['CM']
14800,['CM']
14801,['LM']
14802,"['CM', 'RM', 'LM']"
14803,"['CDM', 'CM', 'CB']"
14804,['CAM']
14805,['ST']
14806,['CB']
14807,['ST']
14808,['CB']
14809,"['CDM', 'RB']"
14810,['CM']
14811,['RB']
14812,['ST']
14813,['RW']
14814,"['CDM', 'CB', 'CM']"
14815,"['RM', 'RB']"
14816,['CDM']
14817,['LB']
14818,"['CB', 'RB']"
14819,['RM']
14820,"['ST', 'CF']"
14821,"['LM', 'ST']"
14822,['ST']
14823,['ST']
14824,['CB']
14825,['CB']
14826,['CAM']
14827,['GK']
14828,['LM']
14829,['LW']
14830,"['LW', 'ST']"
14831,"['RM', 'CM']"
14832,['CAM']
14833,['GK']
14834,"['LB', 'LM']"
14835,['CB']
14836,['GK']
14837,['CM']
14838,['GK']
14839,['ST']
14840,"['CM', 'CDM']"
14841,"['CM', 'CDM']"
14842,"['RM', 'RB', 'LM', 'CAM']"
14843,['LM']
14844,['CB']
14845,"['CAM', 'ST', 'RM']"
14846,['CDM']
14847,['GK']
14848,"['CB', 'CM']"
14849,['CM']
14850,['ST']
14851,['ST']
14852,['ST']
14853,['CM']
14854,"['RB', 'CB']"
14855,['GK']
14856,['ST']
14857,['RM']
14858,['LB']
14859,['LM']
14860,['ST']
14861,['ST']
14862,"['CB', 'RB']"
14863,"['LB', 'LM']"
14864,"['RM', 'CDM']"
14865,"['CAM', 'ST']"
14866,['LB']
14867,"['LM', 'LW', 'RM']"
14868,"['RB', 'LB']"
14869,['CM']
14870,"['ST', 'LW']"
14871,['CB']
14872,"['CDM', 'CB']"
14873,['CB']
14874,['ST']
14875,['ST']
14876,"['RW', 'LW', 'CAM', 'CM']"
14877,['GK']
14878,['ST']
14879,"['LM', 'LW']"
14880,['CM']
14881,['LB']
14882,['GK']
14883,['CDM']
14884,"['LM', 'RM']"
14885,"['LB', 'CB']"
14886,['LB']
14887,"['CB', 'RB']"
14888,['LB']
14889,['ST']
14890,['RB']
14891,['CB']
14892,['CB']
14893,"['RW', 'RM']"
14894,['CB']
14895,"['CB', 'RB']"
14896,['CM']
14897,['RB']
14898,"['CM', 'LM', 'CDM']"
14899,['CB']
14900,['CB']
14901,['ST']
14902,"['CDM', 'CB', 'RB', 'CM']"
14903,"['CB', 'RB']"
14904,['CB']
14905,"['LWB', 'LB']"
14906,['ST']
14907,['CM']
14908,"['LB', 'RB']"
14909,"['RB', 'CM', 'LB']"
14910,['GK']
14911,['GK']
14912,['GK']
14913,"['CB', 'RB']"
14914,"['CM', 'CF']"
14915,['ST']
14916,"['RM', 'ST']"
14917,"['ST', 'LW']"
14918,"['CM', 'CB']"
14919,"['CDM', 'CM']"
14920,"['LM', 'RM', 'ST']"
14921,"['CDM', 'CM']"
14922,"['RM', 'LM']"
14923,['LB']
14924,['GK']
14925,"['LM', 'CAM']"
14926,['CB']
14927,['ST']
14928,['ST']
14929,['ST']
14930,['CAM']
14931,['CB']
14932,['RM']
14933,['CAM']
14934,['CM']
14935,['CB']
14936,"['RM', 'CF', 'ST']"
14937,"['RB', 'CB']"
14938,['LB']
14939,['CB']
14940,['ST']
14941,['LM']
14942,"['RM', 'ST']"
14943,"['RM', 'ST']"
14944,"['RB', 'CB']"
14945,['LM']
14946,['CB']
14947,['ST']
14948,['CB']
14949,['LB']
14950,['ST']
14951,['ST']
14952,['CM']
14953,"['CB', 'CDM']"
14954,"['CM', 'CAM']"
14955,['RB']
14956,['GK']
14957,['CB']
14958,['ST']
14959,"['CAM', 'LM']"
14960,['ST']
14961,['GK']
14962,['LB']
14963,['ST']
14964,['ST']
14965,['ST']
14966,['RM']
14967,"['ST', 'LW', 'RW']"
14968,"['CB', 'LB']"
14969,"['CM', 'CAM']"
14970,"['ST', 'CF']"
14971,['ST']
14972,['GK']
14973,['CAM']
14974,"['LB', 'RB']"
14975,"['CAM', 'RW', 'RM', 'LM']"
14976,['CM']
14977,['ST']
14978,['ST']
14979,"['LM', 'LW']"
14980,['CAM']
14981,['CB']
14982,"['CM', 'RM']"
14983,['LB']
14984,['CB']
14985,['CDM']
14986,"['CDM', 'CM', 'CAM']"
14987,['LB']
14988,['CDM']
14989,['CB']
14990,['CM']
14991,"['CM', 'CDM']"
14992,['LB']
14993,"['LB', 'RB']"
14994,"['LB', 'RB']"
14995,['CM']
14996,['ST']
14997,['ST']
14998,['LB']
14999,"['RM', 'CM']"
15000,['GK']
15001,['GK']
15002,"['RM', 'RW']"
15003,"['RB', 'LB', 'CDM']"
15004,"['LB', 'LM']"
15005,"['RB', 'RM']"
15006,['GK']
15007,"['CM', 'CDM']"
15008,['ST']
15009,['GK']
15010,['ST']
15011,['LB']
15012,"['CB', 'CDM']"
15013,['GK']
15014,"['ST', 'LM']"
15015,"['CDM', 'RB']"
15016,['ST']
15017,['RB']
15018,"['RB', 'RW']"
15019,['CB']
15020,"['CAM', 'RM']"
15021,"['CM', 'ST', 'RW']"
15022,"['RM', 'LM', 'CAM']"
15023,"['CB', 'RB']"
15024,"['RM', 'RB']"
15025,"['RM', 'CM']"
15026,['CM']
15027,['CB']
15028,['GK']
15029,['LB']
15030,['LB']
15031,['GK']
15032,"['LM', 'RM', 'ST']"
15033,['CM']
15034,"['RW', 'LW', 'CF']"
15035,"['CDM', 'CM']"
15036,['LM']
15037,['RM']
15038,['GK']
15039,['ST']
15040,['GK']
15041,['ST']
15042,"['LB', 'CB', 'CDM']"
15043,['GK']
15044,['GK']
15045,['GK']
15046,['GK']
15047,"['RM', 'RB']"
15048,['CB']
15049,['CB']
15050,"['RB', 'LB']"
15051,['CDM']
15052,['RB']
15053,"['CM', 'CAM']"
15054,['RM']
15055,"['LM', 'LB']"
15056,"['CB', 'LB']"
15057,"['CB', 'RB']"
15058,['GK']
15059,['ST']
15060,['CB']
15061,"['CB', 'LB']"
15062,['CM']
15063,['LB']
15064,['CB']
15065,"['CAM', 'LM', 'RM']"
15066,"['RM', 'CAM']"
15067,"['RB', 'CB', 'LB']"
15068,['CB']
15069,['LB']
15070,"['LM', 'RM', 'ST']"
15071,['RB']
15072,"['CB', 'RB']"
15073,"['CB', 'LB']"
15074,"['LB', 'LM']"
15075,"['CAM', 'RM']"
15076,['ST']
15077,"['LB', 'CB']"
15078,"['ST', 'RM']"
15079,"['RB', 'RM']"
15080,['CM']
15081,['GK']
15082,['CM']
15083,['ST']
15084,['ST']
15085,['GK']
15086,['GK']
15087,['CAM']
15088,"['CDM', 'CB']"
15089,"['LW', 'RW', 'ST']"
15090,"['RB', 'CDM', 'CM']"
15091,"['CB', 'LB']"
15092,"['LM', 'RM']"
15093,"['RW', 'CAM']"
15094,['GK']
15095,"['LW', 'CM']"
15096,"['LW', 'CM']"
15097,['CM']
15098,"['RB', 'CM']"
15099,"['LW', 'RW', 'CAM']"
15100,"['CB', 'RB']"
15101,['GK']
15102,['CM']
15103,"['CF', 'CAM', 'LW']"
15104,['CB']
15105,['ST']
15106,['CB']
15107,"['LW', 'RW']"
15108,['RB']
15109,['LW']
15110,['GK']
15111,"['ST', 'LM']"
15112,['RB']
15113,['GK']
15114,['ST']
15115,['RM']
15116,"['LB', 'RB']"
15117,['ST']
15118,['ST']
15119,"['CM', 'CAM']"
15120,['CB']
15121,"['CDM', 'CM']"
15122,['GK']
15123,['RB']
15124,['GK']
15125,"['CDM', 'LB']"
15126,"['LB', 'LM', 'RB']"
15127,['GK']
15128,['GK']
15129,['CB']
15130,"['CB', 'LB']"
15131,['LW']
15132,"['ST', 'RM', 'CAM']"
15133,['GK']
15134,['GK']
15135,"['RW', 'CAM', 'LW']"
15136,['CDM']
15137,"['LB', 'CM']"
15138,['ST']
15139,"['CM', 'CDM']"
15140,"['CB', 'LB']"
15141,['RB']
15142,['CAM']
15143,"['CB', 'LB']"
15144,"['LM', 'CAM', 'CF']"
15145,['LB']
15146,"['RW', 'LW', 'ST', 'CAM']"
15147,"['RW', 'LW', 'ST', 'CAM']"
15148,"['CB', 'RB']"
15149,['CB']
15150,['ST']
15151,['GK']
15152,['ST']
15153,['LW']
15154,"['LB', 'LM', 'LWB']"
15155,"['CB', 'LB']"
15156,['GK']
15157,"['CB', 'CDM']"
15158,['CM']
15159,"['CDM', 'CM', 'RB']"
15160,"['CAM', 'CM', 'ST']"
15161,['CB']
15162,['CDM']
15163,['LW']
15164,['LW']
15165,['CDM']
15166,"['CAM', 'CM', 'LM']"
15167,['RW']
15168,"['CDM', 'CM']"
15169,['ST']
15170,"['CM', 'CB']"
15171,['CB']
15172,['LB']
15173,['CM']
15174,['LB']
15175,['GK']
15176,['GK']
15177,['RB']
15178,['CM']
15179,"['LB', 'RM', 'LM']"
15180,['CM']
15181,"['LM', 'CM', 'RM']"
15182,['RB']
15183,"['ST', 'LW', 'RM']"
15184,['CB']
15185,['CB']
15186,"['LM', 'LB', 'LW']"
15187,['CF']
15188,['CDM']
15189,['GK']
15190,"['RB', 'RM']"
15191,['ST']
15192,"['CM', 'CDM']"
15193,['CDM']
15194,"['LW', 'RW']"
15195,"['LM', 'CM']"
15196,['GK']
15197,"['ST', 'RM']"
15198,"['ST', 'RM']"
15199,['ST']
15200,['CM']
15201,"['CM', 'ST', 'RW']"
15202,['RB']
15203,"['CDM', 'CM']"
15204,['GK']
15205,"['ST', 'LW']"
15206,['CM']
15207,"['ST', 'LM']"
15208,"['CM', 'RM']"
15209,"['LM', 'CAM']"
15210,['GK']
15211,['CDM']
15212,['CB']
15213,['RB']
15214,['CM']
15215,"['ST', 'LW', 'RW']"
15216,['LB']
15217,['CAM']
15218,['CDM']
15219,"['ST', 'RM']"
15220,['CAM']
15221,['RB']
15222,"['CAM', 'CM']"
15223,"['CB', 'RB']"
15224,['CAM']
15225,"['LWB', 'LM', 'CF', 'RWB']"
15226,"['CDM', 'CM']"
15227,['CB']
15228,['CM']
15229,['CM']
15230,"['LM', 'LB']"
15231,['RW']
15232,['LB']
15233,['CB']
15234,"['RB', 'RM', 'CDM']"
15235,['CB']
15236,['CAM']
15237,['RB']
15238,"['LW', 'RW']"
15239,"['CAM', 'ST']"
15240,"['CDM', 'CM']"
15241,['CB']
15242,"['ST', 'LM']"
15243,"['CM', 'RM']"
15244,['GK']
15245,['ST']
15246,['LM']
15247,['CM']
15248,"['RB', 'RM']"
15249,"['RB', 'RM']"
15250,"['RW', 'ST']"
15251,['ST']
15252,"['LB', 'LWB', 'CB']"
15253,"['CB', 'CDM']"
15254,['LM']
15255,['CB']
15256,['CB']
15257,['GK']
15258,"['LM', 'ST', 'LB']"
15259,['GK']
15260,['RB']
15261,['ST']
15262,"['LM', 'CAM']"
15263,['CM']
15264,['GK']
15265,"['RB', 'CB']"
15266,"['CAM', 'CDM']"
15267,"['RB', 'RM']"
15268,['GK']
15269,['ST']
15270,['LB']
15271,"['RM', 'ST', 'RW', 'LW']"
15272,"['LB', 'CDM', 'CM']"
15273,"['RB', 'CB']"
15274,['CB']
15275,['GK']
15276,"['RM', 'CAM', 'ST']"
15277,['CDM']
15278,['GK']
15279,['CM']
15280,['CM']
15281,['GK']
15282,"['CB', 'CDM']"
15283,['CB']
15284,"['CDM', 'CB']"
15285,['CM']
15286,['CB']
15287,"['LM', 'LB']"
15288,['ST']
15289,"['RB', 'RWB']"
15290,['CM']
15291,['GK']
15292,"['CB', 'RB']"
15293,"['LW', 'ST']"
15294,['GK']
15295,['CB']
15296,['GK']
15297,"['ST', 'RM']"
15298,['GK']
15299,"['LM', 'LB', 'CB']"
15300,"['LM', 'LB', 'CB']"
15301,['ST']
15302,"['CB', 'CDM']"
15303,"['CB', 'LB']"
15304,"['RM', 'CM']"
15305,"['CM', 'CAM']"
15306,"['RB', 'CB']"
15307,"['CB', 'LB']"
15308,['ST']
15309,['LB']
15310,"['CM', 'CDM']"
15311,"['ST', 'RW']"
15312,"['CDM', 'LM']"
15313,['CB']
15314,['GK']
15315,"['CM', 'CDM']"
15316,"['LM', 'RM']"
15317,['CM']
15318,['ST']
15319,"['CB', 'RB']"
15320,['GK']
15321,"['ST', 'CB']"
15322,"['CM', 'CAM', 'RB']"
15323,['ST']
15324,"['CM', 'CDM', 'CB']"
15325,"['RB', 'CAM', 'LB']"
15326,['GK']
15327,['ST']
15328,['GK']
15329,"['CM', 'CDM']"
15330,"['CDM', 'CAM']"
15331,['GK']
15332,['CB']
15333,['GK']
15334,['RB']
15335,"['RM', 'LM']"
15336,"['RB', 'CB', 'LB']"
15337,['CM']
15338,"['CB', 'RB', 'LB']"
15339,['LB']
15340,['LW']
15341,['CB']
15342,['GK']
15343,['CM']
15344,['CB']
15345,"['RM', 'LM']"
15346,"['LM', 'RM']"
15347,['ST']
15348,['GK']
15349,"['LW', 'CM', 'RW']"
15350,['ST']
15351,['ST']
15352,"['ST', 'LM', 'RM']"
15353,['GK']
15354,"['ST', 'CAM']"
15355,"['RW', 'CF']"
15356,"['CM', 'CAM', 'CDM']"
15357,"['CB', 'CDM']"
15358,"['CM', 'CAM', 'CDM']"
15359,"['CB', 'LB']"
15360,"['CDM', 'CM']"
15361,['CB']
15362,"['RB', 'LB']"
15363,"['CM', 'CB']"
15364,['RM']
15365,['ST']
15366,"['CM', 'RM']"
15367,"['RM', 'LM']"
15368,['CB']
15369,['RM']
15370,"['ST', 'CAM']"
15371,"['RM', 'LM']"
15372,['CB']
15373,['CAM']
15374,"['CM', 'CDM']"
15375,"['RM', 'CB', 'RB']"
15376,['CB']
15377,['CM']
15378,"['CM', 'CDM']"
15379,['LB']
15380,['LB']
15381,['ST']
15382,['CAM']
15383,['GK']
15384,"['CM', 'RB']"
15385,"['ST', 'CAM']"
15386,['GK']
15387,['CM']
15388,['CB']
15389,"['ST', 'LM', 'RM']"
15390,"['CAM', 'LM']"
15391,['LM']
15392,['CB']
15393,"['RW', 'LW']"
15394,['GK']
15395,['LW']
15396,['ST']
15397,"['LW', 'ST', 'LM']"
15398,"['LB', 'LW']"
15399,"['CB', 'CDM']"
15400,"['ST', 'CF']"
15401,['CM']
15402,['CM']
15403,['GK']
15404,"['CAM', 'CM']"
15405,['CM']
15406,"['RM', 'LM', 'CAM']"
15407,"['CDM', 'CB']"
15408,['GK']
15409,['ST']
15410,['GK']
15411,['RW']
15412,"['CDM', 'CM']"
15413,['LB']
15414,"['LB', 'LM', 'LWB', 'CB']"
15415,['ST']
15416,['CB']
15417,['LB']
15418,['GK']
15419,['CB']
15420,['CB']
15421,['LW']
15422,['CB']
15423,"['CM', 'CDM']"
15424,['LM']
15425,"['CAM', 'RM', 'CM']"
15426,['CB']
15427,['CAM']
15428,['GK']
15429,['LB']
15430,['RM']
15431,['GK']
15432,"['CAM', 'CM']"
15433,['CB']
15434,['RM']
15435,['LB']
15436,['CB']
15437,['CM']
15438,['CM']
15439,['LM']
15440,['RB']
15441,['RB']
15442,"['CM', 'CDM']"
15443,['ST']
15444,['GK']
15445,"['CAM', 'CM']"
15446,['RB']
15447,['ST']
15448,"['CB', 'RB']"
15449,"['ST', 'LM']"
15450,['CAM']
15451,['GK']
15452,"['CB', 'CDM']"
15453,"['CB', 'CDM']"
15454,['ST']
15455,['RW']
15456,['CM']
15457,['ST']
15458,"['ST', 'RW', 'LW']"
15459,['CAM']
15460,"['ST', 'LM']"
15461,"['CM', 'CDM', 'CB']"
15462,['CB']
15463,['ST']
15464,['LM']
15465,['LM']
15466,['CM']
15467,['CB']
15468,"['CB', 'CM']"
15469,['GK']
15470,['CB']
15471,"['RM', 'LM', 'LB']"
15472,['CAM']
15473,"['CM', 'CDM']"
15474,['ST']
15475,['ST']
15476,"['LM', 'RM']"
15477,['CB']
15478,['CB']
15479,['LW']
15480,"['CDM', 'CB']"
15481,"['CM', 'RM']"
15482,"['CDM', 'LB']"
15483,"['LB', 'LM']"
15484,"['LM', 'RM', 'ST']"
15485,['RB']
15486,"['LM', 'RM']"
15487,['CM']
15488,['GK']
15489,"['CF', 'ST']"
15490,['RB']
15491,['CB']
15492,['RW']
15493,['LB']
15494,['LM']
15495,"['LM', 'RW']"
15496,['ST']
15497,['ST']
15498,['LM']
15499,['GK']
15500,['RB']
15501,['ST']
15502,"['CM', 'RM', 'RB']"
15503,['LW']
15504,['LW']
15505,"['CM', 'CDM', 'LM']"
15506,['GK']
15507,['GK']
15508,['RB']
15509,"['LM', 'ST']"
15510,['GK']
15511,['LB']
15512,['RM']
15513,['GK']
15514,['ST']
15515,['LM']
15516,"['ST', 'RM']"
15517,['GK']
15518,['GK']
15519,"['CB', 'RB']"
15520,['RW']
15521,['CM']
15522,['CB']
15523,['LB']
15524,['CAM']
15525,"['CM', 'CDM']"
15526,"['ST', 'RW']"
15527,['CB']
15528,['CAM']
15529,['GK']
15530,['RM']
15531,['RB']
15532,['GK']
15533,['CF']
15534,['CB']
15535,"['RB', 'CB']"
15536,['ST']
15537,['CDM']
15538,"['RB', 'RM']"
15539,['LB']
15540,"['CM', 'CDM']"
15541,"['CB', 'CDM']"
15542,['CB']
15543,['ST']
15544,['GK']
15545,"['CAM', 'ST', 'CM']"
15546,"['CAM', 'RW', 'CM']"
15547,['CB']
15548,['LM']
15549,['CAM']
15550,"['CM', 'CDM']"
15551,"['RM', 'LM']"
15552,"['CB', 'CDM']"
15553,['GK']
15554,['LM']
15555,['LM']
15556,"['LB', 'LM']"
15557,['GK']
15558,"['LB', 'CB']"
15559,['ST']
15560,"['CB', 'RB']"
15561,['CM']
15562,['ST']
15563,['ST']
15564,['GK']
15565,['ST']
15566,['LB']
15567,"['LM', 'RM', 'ST']"
15568,"['RB', 'CDM']"
15569,['GK']
15570,"['RB', 'RM']"
15571,['ST']
15572,['LB']
15573,['CAM']
15574,['RB']
15575,['RB']
15576,['ST']
15577,"['ST', 'LW']"
15578,['LB']
15579,['GK']
15580,['GK']
15581,['LM']
15582,['CB']
15583,"['CM', 'RM', 'RB']"
15584,"['CM', 'LM']"
15585,"['CB', 'RB']"
15586,"['CM', 'CDM']"
15587,['RW']
15588,"['RWB', 'RM', 'RB']"
15589,"['LB', 'RB']"
15590,['CB']
15591,['LM']
15592,['CM']
15593,['CDM']
15594,"['LM', 'CM', 'CDM', 'LB']"
15595,['ST']
15596,"['CM', 'CAM', 'LM', 'CDM']"
15597,['LW']
15598,"['CAM', 'CM']"
15599,"['RM', 'CM', 'RW']"
15600,"['LM', 'RM']"
15601,['CB']
15602,"['ST', 'RW']"
15603,"['CAM', 'CM']"
15604,"['CB', 'RB']"
15605,"['RM', 'ST']"
15606,"['RM', 'ST']"
15607,['GK']
15608,['LB']
15609,['GK']
15610,['RB']
15611,['CB']
15612,['GK']
15613,"['CM', 'LM', 'CAM']"
15614,['RM']
15615,['CB']
15616,"['RM', 'LM', 'ST']"
15617,"['ST', 'CF']"
15618,"['RM', 'LM', 'LW', 'RW']"
15619,"['ST', 'CAM']"
15620,"['CDM', 'CB']"
15621,['RW']
15622,['LM']
15623,['LB']
15624,['CB']
15625,['LM']
15626,"['CAM', 'RW', 'ST']"
15627,['LW']
15628,['LB']
15629,['LB']
15630,"['LM', 'CAM', 'RM']"
15631,['LB']
15632,['GK']
15633,['CM']
15634,['RB']
15635,['CAM']
15636,['RB']
15637,['GK']
15638,['ST']
15639,['ST']
15640,"['LM', 'LW', 'RM', 'RW']"
15641,"['CAM', 'ST']"
15642,['CM']
15643,['ST']
15644,"['ST', 'LW']"
15645,"['RB', 'RM']"
15646,"['CDM', 'CM']"
15647,['CB']
15648,"['RWB', 'RB']"
15649,"['ST', 'RM']"
15650,"['CM', 'CDM', 'CAM']"
15651,"['LM', 'ST']"
15652,['CM']
15653,['CM']
15654,"['CB', 'RB']"
15655,['ST']
15656,['GK']
15657,['GK']
15658,"['RB', 'CB', 'LB']"
15659,['CB']
15660,"['CDM', 'CM']"
15661,['CM']
15662,['GK']
15663,"['RM', 'LM']"
15664,"['ST', 'CF']"
15665,['GK']
15666,['CDM']
15667,['GK']
15668,"['LB', 'LM']"
15669,['GK']
15670,['CAM']
15671,['ST']
15672,"['CM', 'CDM']"
15673,"['RM', 'RB']"
15674,"['CB', 'LB']"
15675,"['CM', 'CDM']"
15676,['CB']
15677,['GK']
15678,"['ST', 'RM']"
15679,"['CM', 'CAM']"
15680,['ST']
15681,"['LB', 'CM']"
15682,['LB']
15683,['GK']
15684,"['RB', 'RM']"
15685,['CM']
15686,['ST']
15687,['CM']
15688,"['LM', 'RM']"
15689,"['CAM', 'LM', 'CM']"
15690,['RM']
15691,['GK']
15692,"['CB', 'LB']"
15693,['CB']
15694,['ST']
15695,['GK']
15696,"['LB', 'LWB']"
15697,['ST']
15698,['ST']
15699,['GK']
15700,['CM']
15701,['ST']
15702,"['CAM', 'LM']"
15703,"['CM', 'CAM']"
15704,['GK']
15705,"['RB', 'RWB', 'LB', 'LWB']"
15706,"['LB', 'RB']"
15707,"['CDM', 'CB']"
15708,"['CDM', 'CB']"
15709,['ST']
15710,"['ST', 'RW', 'RM']"
15711,['LB']
15712,['CM']
15713,"['CB', 'RB']"
15714,"['RM', 'LM']"
15715,"['CM', 'CDM']"
15716,"['CM', 'RM']"
15717,"['ST', 'CAM', 'RM']"
15718,"['LM', 'LW']"
15719,"['CM', 'CDM']"
15720,['GK']
15721,['CB']
15722,['ST']
15723,"['ST', 'RM']"
15724,"['LWB', 'LM']"
15725,"['LM', 'RM', 'CDM']"
15726,['ST']
15727,['ST']
15728,['CB']
15729,['LB']
15730,"['RB', 'RWB', 'RM']"
15731,"['LB', 'CB']"
15732,['CB']
15733,['GK']
15734,['GK']
15735,['CM']
15736,['CAM']
15737,['ST']
15738,['CM']
15739,['GK']
15740,['CB']
15741,['RW']
15742,"['CM', 'CB']"
15743,['RM']
15744,['RB']
15745,['ST']
15746,"['LW', 'RW']"
15747,"['CAM', 'RW', 'LW']"
15748,"['LM', 'LWB', 'LW', 'RB']"
15749,['ST']
15750,"['ST', 'CF']"
15751,['CB']
15752,['ST']
15753,"['RM', 'CM']"
15754,['CAM']
15755,"['CB', 'RB']"
15756,['CAM']
15757,"['RM', 'RB']"
15758,['ST']
15759,['ST']
15760,['LM']
15761,['RW']
15762,['CB']
15763,"['LM', 'CM']"
15764,['ST']
15765,['RB']
15766,"['RB', 'RM', 'LB']"
15767,"['LW', 'LM', 'LB']"
15768,['GK']
15769,"['CM', 'CAM']"
15770,['ST']
15771,['GK']
15772,['LW']
15773,"['CB', 'CM']"
15774,"['LM', 'CM']"
15775,['CAM']
15776,"['CB', 'LB']"
15777,['ST']
15778,"['LM', 'CM']"
15779,['GK']
15780,['GK']
15781,"['CM', 'CAM', 'LM', 'RM']"
15782,"['CDM', 'CM']"
15783,['CM']
15784,['CDM']
15785,"['CB', 'RB', 'LB']"
15786,"['RM', 'LW']"
15787,"['CM', 'LW']"
15788,"['CB', 'CDM', 'LB']"
15789,['CB']
15790,['ST']
15791,['CF']
15792,['ST']
15793,"['ST', 'CF']"
15794,"['CM', 'CDM']"
15795,['RM']
15796,['GK']
15797,['GK']
15798,['LB']
15799,"['RB', 'CDM']"
15800,"['CDM', 'CM']"
15801,['RB']
15802,"['CAM', 'CM']"
15803,['LM']
15804,['CB']
15805,"['CM', 'CDM']"
15806,['CM']
15807,"['RB', 'LB', 'CB']"
15808,"['LM', 'LB']"
15809,['CDM']
15810,['CDM']
15811,['ST']
15812,['CB']
15813,"['RM', 'RW']"
15814,['CB']
15815,"['CM', 'CDM']"
15816,"['ST', 'CAM']"
15817,['CAM']
15818,"['CM', 'CDM']"
15819,['RB']
15820,['GK']
15821,['GK']
15822,"['CDM', 'CB']"
15823,['ST']
15824,['ST']
15825,"['CDM', 'RB']"
15826,['RB']
15827,['GK']
15828,['CM']
15829,['LM']
15830,['GK']
15831,"['CDM', 'CM']"
15832,"['CM', 'RM']"
15833,"['LWB', 'LB']"
