,position
8427,['RB']
8428,['CB']
8429,"['LB', 'LM', 'LW']"
8430,"['ST', 'LW']"
8431,['CDM']
8432,"['CDM', 'LB', 'RB']"
8433,"['ST', 'LM', 'CF']"
8434,"['RM', 'CM']"
8435,"['CDM', 'CM']"
8436,"['LM', 'CM']"
8437,"['LB', 'LWB']"
8438,"['ST', 'CF', 'CAM']"
8439,"['CM', 'CDM']"
8440,['RB']
8441,"['CB', 'RB']"
8442,"['RM', 'ST', 'RW', 'LW']"
8443,"['CDM', 'CM']"
8444,"['CDM', 'CB']"
8445,"['RM', 'LW']"
8446,['CDM']
8447,['RWB']
8448,['CB']
8449,['RB']
8450,['ST']
8451,['GK']
8452,['RM']
8453,['CB']
8454,"['ST', 'LM', 'CAM']"
8455,"['RB', 'LB']"
8456,['ST']
8457,"['ST', 'RW', 'LW']"
8458,"['CDM', 'CM']"
8459,"['CAM', 'CM', 'CDM']"
8460,"['CM', 'CDM']"
8461,"['CDM', 'CM']"
8462,"['LM', 'RM']"
8463,"['LM', 'CAM']"
8464,"['CM', 'CDM', 'RM']"
8465,"['CB', 'CM', 'CDM']"
8466,"['CB', 'CM', 'CDM']"
8467,"['CM', 'CDM']"
8468,"['LM', 'RM']"
8469,"['RB', 'RWB']"
8470,['CB']
8471,"['LM', 'LW', 'RW']"
8472,"['CDM', 'CB', 'RB']"
8473,['CDM']
8474,['CDM']
8475,"['RB', 'RWB']"
8476,"['RB', 'CB']"
8477,"['RB', 'CB']"
8478,['LB']
8479,['ST']
8480,['CAM']
8481,['CB']
8482,['GK']
8483,"['CM', 'CDM']"
8484,"['RM', 'RB']"
8485,"['CAM', 'LM']"
8486,['GK']
8487,"['LM', 'LW', 'RW', 'RM']"
8488,['CB']
8489,"['CAM', 'LM', 'RM']"
8490,"['ST', 'CF', 'RW']"
8491,"['CDM', 'CM', 'CAM']"
8492,"['RM', 'LM', 'CDM']"
8493,['ST']
8494,"['LM', 'ST', 'RM']"
8495,['LB']
8496,"['CAM', 'LM']"
8497,"['CAM', 'CF']"
8498,['CB']
8499,"['CB', 'CDM']"
8500,"['CDM', 'CM']"
8501,"['LB', 'LM']"
8502,['CB']
8503,['ST']
8504,['ST']
8505,['GK']
8506,"['CDM', 'CM']"
8507,['GK']
8508,"['CDM', 'CM', 'CB']"
8509,['GK']
8510,['ST']
8511,['ST']
8512,"['CDM', 'CM']"
8513,"['LM', 'RM']"
8514,['RM']
8515,"['CDM', 'RB']"
8516,['ST']
8517,['ST']
8518,"['LB', 'LM']"
8519,['GK']
8520,['CM']
8521,"['CM', 'CDM']"
8522,['RB']
8523,['GK']
8524,"['CM', 'CDM', 'RM', 'LM']"
8525,"['LM', 'RM', 'LW']"
8526,"['ST', 'RM']"
8527,['ST']
8528,['CDM']
8529,['LB']
8530,"['ST', 'LM']"
8531,['GK']
8532,['LB']
8533,"['RM', 'LM', 'ST', 'CAM']"
8534,['RM']
8535,"['CB', 'LB']"
8536,"['ST', 'CAM']"
8537,"['CAM', 'CM']"
8538,['ST']
8539,['CB']
8540,['RM']
8541,['ST']
8542,"['LM', 'ST']"
8543,['LB']
8544,"['CAM', 'LM']"
8545,['CM']
8546,"['LM', 'ST', 'RM']"
8547,"['CDM', 'CM', 'LM']"
8548,"['CM', 'CAM', 'LM']"
8549,"['CM', 'CDM']"
8550,"['CB', 'RB']"
8551,"['CDM', 'CM']"
8552,"['RWB', 'RB']"
8553,"['CB', 'CDM', 'LB']"
8554,['CB']
8555,"['CM', 'CAM']"
8556,['GK']
8557,"['LM', 'RM']"
8558,"['CM', 'CDM']"
8559,['CB']
8560,['ST']
8561,['LB']
8562,['CAM']
8563,"['ST', 'CF']"
8564,['GK']
8565,"['CDM', 'LM', 'LB', 'CM']"
8566,"['CB', 'RB']"
8567,"['CDM', 'CAM', 'CM', 'LM']"
8568,"['CDM', 'CAM', 'CM', 'LM']"
8569,['LB']
8570,"['ST', 'LM']"
8571,"['RM', 'LM', 'ST']"
8572,['GK']
8573,"['ST', 'RW']"
8574,['CB']
8575,"['CB', 'RB']"
8576,"['RB', 'RM']"
8577,['CM']
8578,['CB']
8579,['LB']
8580,['LB']
8581,['LB']
8582,['ST']
8583,"['LB', 'LM']"
8584,"['RB', 'CDM']"
8585,"['LB', 'LM']"
8586,['CB']
8587,['LM']
8588,"['CB', 'LB']"
8589,['GK']
8590,"['CF', 'RM', 'LM', 'CAM']"
8591,"['CM', 'CDM']"
8592,['GK']
8593,"['LW', 'CM', 'RW', 'LM']"
8594,"['CB', 'LB']"
8595,"['CDM', 'RB']"
8596,['CB']
8597,"['CM', 'CDM']"
8598,"['LM', 'CAM']"
8599,"['CM', 'CDM']"
8600,"['CB', 'CDM']"
8601,"['LB', 'LWB']"
8602,['LWB']
8603,['GK']
8604,"['RM', 'CM', 'LM']"
8605,['RB']
8606,"['RB', 'LB', 'RM']"
8607,"['LB', 'LM']"
8608,['CB']
8609,"['ST', 'RW', 'LW']"
8610,"['CB', 'CDM']"
8611,"['LM', 'RM']"
8612,['ST']
8613,['CB']
8614,['LB']
8615,"['LM', 'RM', 'CAM', 'ST']"
8616,['GK']
8617,"['LM', 'RM']"
8618,['CB']
8619,['CB']
8620,"['ST', 'LW', 'RW']"
8621,"['LB', 'LM']"
8622,"['LW', 'RW']"
8623,['LB']
8624,"['ST', 'CF']"
8625,['CDM']
8626,['RB']
8627,['GK']
8628,"['RM', 'CM']"
8629,['LM']
8630,"['CM', 'CDM']"
8631,['ST']
8632,['ST']
8633,"['CDM', 'CM']"
8634,"['RB', 'LB']"
8635,['RB']
8636,['GK']
8637,"['RM', 'LM', 'CM']"
8638,['GK']
8639,['CB']
8640,"['CB', 'RB']"
8641,['ST']
8642,['GK']
8643,"['CM', 'CDM']"
8644,['ST']
8645,['ST']
8646,['GK']
8647,['CB']
8648,['CAM']
8649,"['CDM', 'CB', 'CM']"
8650,"['RM', 'CF']"
8651,"['CDM', 'CM']"
8652,"['RM', 'RB', 'CDM', 'CM']"
8653,"['LM', 'CAM']"
8654,"['RM', 'LM']"
8655,['GK']
8656,"['CAM', 'RW']"
8657,"['CM', 'CAM']"
8658,"['LB', 'LM']"
8659,"['RW', 'LW', 'CAM']"
8660,['GK']
8661,"['CAM', 'CM', 'ST']"
8662,['CB']
8663,['CB']
8664,['GK']
8665,"['CB', 'RB', 'LB']"
8666,"['CDM', 'CAM', 'CM']"
8667,"['RB', 'LB']"
8668,"['CB', 'LB']"
8669,"['LM', 'LB']"
8670,"['LM', 'LB']"
8671,['CDM']
8672,['ST']
8673,['LB']
8674,['CB']
8675,['CB']
8676,['GK']
8677,['CB']
8678,['CB']
8679,"['CDM', 'CM']"
8680,"['RM', 'LM']"
8681,"['RB', 'LB', 'RWB', 'CB']"
8682,"['CDM', 'CM']"
8683,['ST']
8684,['RB']
8685,"['CAM', 'CM']"
8686,"['RB', 'RM', 'LB']"
8687,"['CB', 'RB']"
8688,"['CM', 'CDM']"
8689,['LB']
8690,['GK']
8691,"['CM', 'RB']"
8692,"['CAM', 'LM']"
8693,['GK']
8694,"['RB', 'RM']"
8695,"['CF', 'RM', 'LM']"
8696,['GK']
8697,"['CB', 'LB']"
8698,['ST']
8699,"['LM', 'RM', 'CAM']"
8700,['ST']
8701,"['LB', 'CB']"
8702,"['RB', 'CB']"
8703,['LW']
8704,['RB']
8705,"['CM', 'CDM']"
8706,['ST']
8707,"['CM', 'CDM']"
8708,"['CB', 'RB']"
8709,['CB']
8710,"['CDM', 'CM', 'LB']"
8711,"['LM', 'CAM', 'RM']"
8712,"['CAM', 'CM']"
8713,['RB']
8714,"['CB', 'LB']"
8715,"['CDM', 'CM', 'CAM', 'RM']"
8716,['CDM']
8717,"['ST', 'RW', 'LW']"
8718,"['RM', 'LM']"
8719,['CB']
8720,"['CM', 'CDM']"
8721,"['CM', 'CDM']"
8722,['CB']
8723,['CB']
8724,"['CM', 'CDM']"
8725,['ST']
8726,"['CM', 'CDM']"
8727,['LB']
8728,['GK']
8729,['ST']
8730,['RB']
8731,"['CB', 'RB', 'LB']"
8732,"['CM', 'CDM']"
8733,['CB']
8734,"['LW', 'RM']"
8735,"['LW', 'ST']"
8736,['CB']
8737,['CB']
8738,"['RM', 'RWB']"
8739,"['ST', 'LM']"
8740,"['CM', 'RM', 'LM', 'CDM']"
8741,"['CM', 'CDM']"
8742,"['RM', 'LM', 'LW']"
8743,"['CM', 'RM', 'CDM', 'RB']"
8744,"['LM', 'RM', 'ST']"
8745,['GK']
8746,"['ST', 'RM']"
8747,"['CAM', 'CM', 'LM']"
8748,"['ST', 'RM', 'LM']"
8749,['CB']
8750,['LM']
8751,"['CB', 'LB']"
8752,"['LB', 'CB']"
8753,"['RB', 'RM']"
8754,"['CAM', 'LB', 'LM', 'LWB']"
8755,['CM']
8756,"['CB', 'RB']"
8757,"['CM', 'CAM', 'CDM']"
8758,['LW']
8759,"['CDM', 'CM']"
8760,"['CAM', 'LM']"
8761,['ST']
8762,"['CAM', 'CM']"
8763,['CB']
8764,['CM']
8765,['GK']
8766,['CB']
8767,"['CAM', 'CM']"
8768,['LM']
8769,"['CB', 'CDM']"
8770,"['LW', 'LM', 'RW']"
8771,"['RM', 'LM']"
8772,"['RM', 'LM']"
8773,"['LB', 'LM']"
8774,"['CDM', 'CM']"
8775,"['ST', 'RW', 'LW']"
8776,"['LM', 'RM']"
8777,['GK']
8778,['GK']
8779,"['CAM', 'ST']"
8780,"['RB', 'LB', 'RWB']"
8781,"['RM', 'CAM']"
8782,['CB']
8783,['GK']
8784,['CB']
8785,"['RB', 'LB']"
8786,['CB']
8787,"['RM', 'CAM', 'LM', 'ST']"
8788,"['LM', 'CAM', 'CM', 'LWB']"
8789,['LM']
8790,"['CM', 'CDM']"
8791,"['RM', 'LM']"
8792,"['RB', 'RM']"
8793,"['CDM', 'CM']"
8794,"['LB', 'CB']"
8795,['CB']
8796,"['CAM', 'CDM', 'ST']"
8797,"['RM', 'CAM', 'CF', 'LM']"
8798,"['RB', 'LB']"
8799,['CB']
8800,['LM']
8801,['CB']
8802,"['CAM', 'LM']"
8803,['CB']
8804,"['RM', 'ST']"
8805,['CM']
8806,"['RM', 'LM', 'CAM']"
8807,"['RB', 'RM']"
8808,"['CAM', 'CM', 'LM']"
8809,"['RM', 'LM', 'ST']"
8810,"['ST', 'CF']"
8811,['CB']
8812,"['CF', 'LW', 'ST', 'CAM']"
8813,"['LB', 'LWB']"
8814,['CB']
8815,"['CB', 'CDM']"
8816,"['CAM', 'RM']"
8817,"['CB', 'CDM']"
8818,"['CDM', 'CM']"
8819,['RM']
8820,"['LB', 'LM']"
8821,"['CB', 'RB']"
8822,['CB']
8823,['CB']
8824,"['CM', 'CDM']"
8825,"['RB', 'RWB']"
8826,"['RW', 'RM']"
8827,"['RM', 'LM']"
8828,"['CDM', 'RB', 'RM']"
8829,['GK']
8830,"['CDM', 'CM']"
8831,"['ST', 'LM']"
8832,['LB']
8833,"['CM', 'RB']"
8834,['LB']
8835,['RB']
8836,['RB']
8837,"['CB', 'CDM']"
8838,"['CB', 'CDM']"
8839,['CB']
8840,['GK']
8841,"['CDM', 'CM', 'RM']"
8842,"['CM', 'CB', 'CDM']"
8843,['CM']
8844,"['RM', 'CAM', 'LM', 'CM']"
8845,"['RM', 'CAM']"
8846,"['RB', 'RM', 'LM']"
8847,['ST']
8848,"['CAM', 'CM', 'LM']"
8849,"['LM', 'ST']"
8850,"['LB', 'CB', 'CDM']"
8851,"['CB', 'RB']"
8852,['ST']
8853,"['ST', 'RM']"
8854,['GK']
8855,"['CAM', 'LM', 'ST']"
8856,['CB']
8857,"['LB', 'LM']"
8858,['ST']
8859,"['ST', 'RM', 'LM']"
8860,"['RB', 'LM']"
8861,['ST']
8862,['CB']
8863,"['CM', 'CDM']"
8864,"['RB', 'RM']"
8865,['LB']
8866,"['LB', 'LM']"
8867,['ST']
8868,['CB']
8869,['LB']
8870,"['CM', 'CDM']"
8871,"['CM', 'CDM']"
8872,"['LW', 'RW', 'ST']"
8873,['LWB']
8874,['LWB']
8875,"['CB', 'RB']"
8876,['CM']
8877,['ST']
8878,"['CDM', 'CM']"
8879,"['RB', 'CB']"
8880,"['RB', 'CB', 'LB']"
8881,"['LM', 'LW']"
8882,"['RB', 'RM']"
8883,['CAM']
8884,['CB']
8885,"['LB', 'LWB']"
8886,['GK']
8887,"['CDM', 'RB', 'CB', 'CM']"
8888,"['CB', 'LB', 'RB']"
8889,['CB']
8890,"['LM', 'RM', 'CAM']"
8891,"['CAM', 'RM']"
8892,"['CM', 'RB', 'CDM']"
8893,['GK']
8894,['GK']
8895,['CB']
8896,"['CM', 'CDM', 'RB']"
8897,"['ST', 'RW', 'CF', 'RM']"
8898,['RM']
8899,"['ST', 'CAM']"
8900,"['LM', 'LW']"
8901,['GK']
8902,['LB']
8903,"['CB', 'RB']"
8904,"['RM', 'LM']"
8905,['LM']
8906,"['CM', 'CDM']"
8907,"['LM', 'CM', 'CDM', 'LWB']"
8908,['GK']
8909,"['ST', 'CF']"
8910,['GK']
8911,['CM']
8912,['LB']
8913,"['CB', 'LB']"
8914,['ST']
8915,"['CB', 'CDM']"
8916,"['ST', 'RW']"
8917,['CB']
8918,['GK']
8919,['RB']
8920,"['CDM', 'CM']"
8921,"['RM', 'ST', 'LM']"
8922,['CB']
8923,['CB']
8924,['ST']
8925,['ST']
8926,"['CM', 'CDM']"
8927,"['CM', 'CDM']"
8928,"['CDM', 'CB', 'CM']"
8929,"['LB', 'CDM']"
8930,"['CDM', 'CM', 'CAM']"
8931,"['ST', 'CAM']"
8932,"['LM', 'CAM']"
8933,['CM']
8934,"['CB', 'RB']"
8935,"['RM', 'CM']"
8936,['ST']
8937,"['CAM', 'CM']"
8938,['ST']
8939,"['RB', 'RWB']"
8940,['RB']
8941,['CB']
8942,"['CDM', 'CM']"
8943,"['CM', 'LM', 'RM']"
8944,"['CDM', 'CM']"
8945,['CB']
8946,"['CF', 'RM', 'CAM']"
8947,['CDM']
8948,['CB']
8949,['CDM']
8950,"['RM', 'CAM']"
8951,"['CM', 'CAM']"
8952,"['CB', 'LB', 'RB']"
8953,['ST']
8954,['CB']
8955,['CB']
8956,"['CDM', 'CM']"
8957,['LB']
8958,"['LB', 'CB']"
8959,['CB']
8960,['CB']
8961,['ST']
8962,"['CM', 'RW', 'LW']"
8963,"['CDM', 'RB']"
8964,['ST']
8965,"['CB', 'LB']"
8966,['CM']
8967,['CB']
8968,"['LB', 'RB', 'RM']"
8969,['ST']
8970,"['CB', 'LB', 'RB']"
8971,['CB']
8972,['CM']
8973,['RB']
8974,['GK']
8975,"['RB', 'CDM']"
8976,"['RB', 'CDM']"
8977,['CM']
8978,['ST']
8979,['GK']
8980,"['ST', 'RM', 'LM']"
8981,['LW']
8982,['ST']
8983,"['RB', 'LB']"
8984,"['LB', 'LM']"
8985,['ST']
8986,['CB']
8987,['GK']
8988,"['CM', 'LM']"
8989,"['CB', 'RB']"
8990,['RM']
8991,['GK']
8992,"['CDM', 'RB', 'CM']"
8993,"['CM', 'CAM']"
8994,['CB']
8995,"['CB', 'RB']"
8996,"['CM', 'RM', 'CAM']"
8997,['CB']
8998,['GK']
8999,['RB']
9000,['CB']
9001,['CM']
9002,"['CDM', 'CM']"
9003,"['RB', 'RM']"
9004,['CM']
9005,['ST']
9006,"['CF', 'ST']"
9007,['RM']
9008,['RB']
9009,"['RB', 'LB']"
9010,"['LB', 'LWB']"
9011,['GK']
9012,"['LW', 'CM']"
9013,['CDM']
9014,['ST']
9015,['CB']
9016,['CB']
9017,"['LM', 'RM', 'CAM']"
9018,['CB']
9019,['RB']
9020,"['CB', 'RB']"
9021,['CDM']
9022,['LB']
9023,"['CM', 'CDM']"
9024,"['CDM', 'RB']"
9025,['GK']
9026,['ST']
9027,['ST']
9028,['CM']
9029,"['CM', 'CDM']"
9030,"['CM', 'CAM', 'CDM']"
9031,"['CB', 'LB']"
9032,"['RB', 'LB']"
9033,"['ST', 'LW']"
9034,"['CDM', 'CM']"
9035,"['ST', 'LW']"
9036,"['RM', 'RB', 'CAM']"
9037,['CB']
9038,['LM']
9039,"['LW', 'RW', 'CM', 'RB']"
9040,"['RB', 'LB', 'CDM', 'CB']"
9041,"['CB', 'CDM', 'RB']"
9042,"['RM', 'LM']"
9043,"['CAM', 'RB', 'LM']"
9044,"['LM', 'ST', 'CAM']"
9045,['GK']
9046,['GK']
9047,['LB']
9048,['CB']
9049,"['RB', 'CB']"
9050,"['LM', 'RM']"
9051,"['RB', 'LB']"
9052,['CB']
9053,"['CM', 'LM', 'CAM']"
9054,"['RM', 'LM', 'RW']"
9055,"['ST', 'RW']"
9056,['ST']
9057,['LB']
9058,"['CB', 'CDM']"
9059,"['RB', 'LB']"
9060,['GK']
9061,"['ST', 'LW']"
9062,['GK']
9063,"['CF', 'RM', 'LM']"
9064,['CAM']
9065,['ST']
9066,['CB']
9067,['CM']
9068,['LB']
9069,"['CM', 'CDM']"
9070,"['CF', 'ST', 'LM']"
9071,['ST']
9072,['GK']
9073,"['RB', 'LB']"
9074,"['LM', 'RM']"
9075,"['ST', 'RM']"
9076,"['CDM', 'CM']"
9077,['CM']
9078,['CM']
9079,"['CM', 'CF']"
9080,['CDM']
9081,"['CM', 'CDM']"
9082,['ST']
9083,"['CAM', 'RW', 'LW']"
9084,['CB']
9085,['GK']
9086,"['LB', 'LM']"
9087,['CB']
9088,['CB']
9089,['CB']
9090,"['RB', 'RM']"
9091,['CB']
9092,['LB']
9093,['CM']
9094,"['LM', 'CAM']"
9095,"['RM', 'RW']"
9096,['GK']
9097,"['CAM', 'LW', 'LM']"
9098,['GK']
9099,"['RB', 'CB']"
9100,"['LM', 'RM']"
9101,"['CDM', 'CM']"
9102,"['CM', 'RM']"
9103,"['LB', 'LM']"
9104,"['ST', 'LM']"
9105,['CM']
9106,"['ST', 'LW']"
9107,['ST']
9108,"['ST', 'CAM']"
9109,['CB']
9110,['RB']
9111,"['LM', 'LW']"
9112,"['LM', 'LB', 'RB', 'CAM']"
9113,"['CM', 'CAM', 'CDM']"
9114,"['RM', 'LM', 'ST']"
9115,"['ST', 'RM']"
9116,['CM']
9117,['CB']
9118,"['LM', 'RM']"
9119,"['RB', 'LB']"
9120,"['RM', 'LM', 'ST']"
9121,"['LB', 'LM']"
9122,['RB']
9123,['GK']
9124,['RB']
9125,"['RM', 'CAM', 'LM']"
9126,"['CDM', 'CM']"
9127,['LB']
9128,"['LB', 'LWB', 'CB']"
9129,"['LB', 'LWB', 'CB']"
9130,"['CF', 'ST', 'CAM']"
9131,['CB']
9132,['CB']
9133,"['LM', 'RM', 'CF']"
9134,"['LW', 'RW']"
9135,['GK']
9136,['LM']
9137,['GK']
9138,['CM']
9139,"['CM', 'CDM', 'CAM']"
9140,"['RB', 'CB']"
9141,['ST']
9142,['CM']
9143,"['CDM', 'CM', 'RM']"
9144,['LB']
9145,['GK']
9146,"['RM', 'CAM']"
9147,"['CDM', 'LWB']"
9148,"['RM', 'CM', 'CAM', 'LM']"
9149,['CAM']
9150,"['CB', 'LB']"
9151,['LB']
9152,"['CB', 'RB']"
9153,"['RM', 'CAM']"
9154,['ST']
9155,['CM']
9156,"['ST', 'RM']"
9157,"['RM', 'LM']"
9158,"['RB', 'RWB', 'RM']"
9159,['RM']
9160,"['LM', 'RM', 'ST']"
9161,['GK']
9162,['CM']
9163,['GK']
9164,"['LM', 'RM']"
9165,"['CM', 'LM']"
9166,['ST']
9167,"['CM', 'CAM']"
9168,['ST']
9169,['CM']
9170,['CB']
9171,"['LM', 'LWB']"
9172,"['RW', 'LW']"
9173,"['CB', 'LB']"
9174,"['RB', 'CB', 'RWB']"
9175,"['CM', 'CDM']"
9176,['LB']
9177,"['CAM', 'LW']"
9178,"['ST', 'CF']"
9179,['CAM']
9180,['CAM']
9181,"['LM', 'RM', 'CAM']"
9182,['RM']
9183,"['CDM', 'CM']"
9184,"['ST', 'CAM']"
9185,['LB']
9186,['CB']
9187,"['RM', 'LM']"
9188,['GK']
9189,['ST']
9190,"['LB', 'RB']"
9191,['CB']
9192,['CB']
9193,"['RB', 'RM', 'RW']"
9194,['GK']
9195,"['LB', 'CB']"
9196,['GK']
9197,['ST']
9198,"['RW', 'RM', 'LM']"
9199,['RB']
9200,"['RM', 'LM', 'RW']"
9201,['CB']
9202,"['RM', 'LM']"
9203,"['CM', 'CDM']"
9204,['LB']
9205,['CB']
9206,"['LW', 'RW']"
9207,"['CM', 'CAM']"
9208,"['CDM', 'CM']"
9209,"['LM', 'RM']"
9210,['CM']
9211,"['LB', 'CB']"
9212,['CB']
9213,['CB']
9214,"['LB', 'RB', 'RM', 'LM']"
9215,['RB']
9216,"['RM', 'LM']"
9217,"['RW', 'CAM']"
9218,"['CAM', 'RM']"
9219,['CM']
9220,['LB']
9221,['LB']
9222,"['CB', 'LB', 'RB']"
9223,"['ST', 'CF']"
9224,['RM']
9225,['CB']
9226,['GK']
9227,"['RB', 'CB']"
9228,['CAM']
9229,['ST']
9230,"['ST', 'LW']"
9231,"['ST', 'LW']"
9232,"['CDM', 'CM', 'LB']"
9233,['RM']
9234,['ST']
9235,"['CDM', 'CM']"
9236,"['ST', 'CAM']"
9237,"['CM', 'CAM']"
9238,['ST']
9239,"['RB', 'RM']"
9240,['ST']
9241,"['ST', 'RM']"
9242,['GK']
9243,"['RB', 'CB']"
9244,"['RB', 'LB']"
9245,['LM']
9246,['CM']
9247,"['CDM', 'CB', 'CAM']"
9248,['CB']
9249,['GK']
9250,"['ST', 'LM']"
9251,['CB']
9252,['CB']
9253,['ST']
9254,"['RM', 'LM', 'CAM']"
9255,['GK']
9256,['LM']
9257,"['ST', 'CF', 'CAM']"
9258,"['CM', 'CDM']"
9259,['ST']
9260,['LB']
9261,"['RB', 'CDM']"
9262,['RB']
9263,"['CDM', 'RB', 'CM']"
9264,"['CAM', 'RM']"
9265,"['CDM', 'CM']"
9266,['GK']
9267,"['CB', 'LB']"
9268,['LB']
9269,['ST']
9270,"['LB', 'CDM']"
9271,['ST']
9272,"['LM', 'RM', 'CAM']"
9273,['ST']
9274,"['RM', 'CAM', 'LM']"
9275,"['CDM', 'CM']"
9276,"['CAM', 'CM']"
9277,['CB']
9278,"['CDM', 'CM']"
9279,"['CDM', 'RM', 'CM']"
9280,"['CB', 'RB', 'CDM', 'LB']"
9281,"['CAM', 'RM', 'CM']"
9282,"['CAM', 'RM', 'CM']"
9283,['GK']
9284,['CB']
9285,['RB']
9286,['GK']
9287,['RB']
9288,['RB']
9289,"['RM', 'LM']"
9290,"['CDM', 'CM', 'LM']"
9291,['CB']
9292,['ST']
9293,['ST']
9294,"['CAM', 'CM', 'ST']"
9295,"['LW', 'RW', 'ST']"
9296,['ST']
9297,"['LB', 'LM']"
9298,"['ST', 'RM']"
9299,"['CAM', 'RM']"
9300,['GK']
9301,"['CB', 'CDM']"
9302,"['LM', 'LB']"
9303,['CM']
9304,['CB']
9305,"['ST', 'LW', 'CAM']"
9306,"['CB', 'LB']"
9307,"['LM', 'ST', 'RM']"
9308,['GK']
9309,"['CDM', 'CM']"
9310,['ST']
9311,"['LB', 'RB']"
9312,['CM']
9313,['CB']
9314,['GK']
9315,"['CB', 'CDM']"
9316,['GK']
9317,"['CAM', 'RM']"
9318,['RB']
9319,"['CM', 'CAM']"
9320,"['CDM', 'CM']"
9321,"['RW', 'LW']"
9322,['CDM']
9323,"['CDM', 'CB', 'CM']"
9324,"['CB', 'CDM']"
9325,['CM']
9326,"['CM', 'CAM']"
9327,['RM']
9328,['CB']
9329,"['LW', 'RW']"
9330,['RB']
9331,"['CDM', 'CM']"
9332,"['CM', 'RM']"
9333,"['CM', 'RM']"
9334,"['RB', 'RM', 'LB']"
9335,['LM']
9336,"['RB', 'CDM', 'CB', 'LB']"
9337,"['CB', 'RB']"
9338,['GK']
9339,"['LB', 'CB', 'LWB']"
9340,"['ST', 'CF']"
9341,"['CB', 'CDM']"
9342,"['CDM', 'CM']"
9343,"['CM', 'LM']"
9344,"['CM', 'LM', 'CDM']"
9345,['CM']
9346,"['RB', 'LB']"
9347,"['CB', 'RB']"
9348,"['LM', 'RM']"
9349,"['RW', 'LW']"
9350,"['CDM', 'CM']"
9351,"['LW', 'LM', 'RW']"
9352,"['CF', 'ST', 'CAM', 'CM']"
9353,['RB']
9354,['RB']
9355,['CB']
9356,"['LM', 'RM']"
9357,"['LM', 'RM', 'CAM']"
9358,"['CM', 'CDM']"
9359,['LB']
9360,"['RB', 'RWB']"
9361,['CM']
9362,"['LM', 'RM']"
9363,['CB']
9364,"['CDM', 'CM']"
9365,['CDM']
9366,"['LB', 'LM']"
9367,['GK']
9368,"['CF', 'LW', 'ST']"
9369,['CB']
9370,"['CDM', 'CM']"
9371,"['RM', 'LM']"
9372,['RM']
9373,['GK']
9374,"['LB', 'CB']"
9375,"['LM', 'RM', 'ST']"
9376,['CM']
9377,"['RM', 'LM', 'RW']"
9378,['GK']
9379,['RB']
9380,['CDM']
9381,['CB']
9382,"['LB', 'CM']"
9383,"['RM', 'LM', 'ST']"
9384,"['RM', 'LM', 'ST']"
9385,"['CAM', 'CM']"
9386,['CB']
9387,['LM']
9388,"['ST', 'RWB', 'RB', 'RM']"
9389,['GK']
9390,"['CAM', 'ST', 'RM']"
9391,"['CM', 'RM', 'LM']"
9392,['GK']
9393,"['CM', 'CAM']"
9394,['CDM']
9395,"['CDM', 'CM']"
9396,"['CM', 'CDM', 'CAM']"
9397,"['LM', 'RM']"
9398,"['RB', 'LB']"
9399,['CAM']
9400,"['LM', 'RM']"
9401,"['CM', 'CDM']"
9402,['LB']
9403,"['RB', 'RM']"
9404,['ST']
9405,"['CAM', 'CM']"
9406,"['LM', 'LB', 'CM']"
9407,['CDM']
9408,['RB']
9409,"['RM', 'LM']"
9410,"['RB', 'CB']"
9411,"['CB', 'RB']"
9412,"['CAM', 'CM']"
9413,"['CB', 'CDM']"
9414,"['CDM', 'CM']"
9415,['GK']
9416,"['RM', 'LM']"
9417,['ST']
9418,['ST']
9419,"['LM', 'LWB', 'LB']"
9420,"['LB', 'RB']"
9421,['GK']
9422,"['CDM', 'CM']"
9423,['RB']
9424,"['LB', 'LM']"
9425,['CB']
9426,"['CAM', 'RW', 'ST']"
9427,['CB']
9428,['GK']
9429,"['RB', 'RW', 'LW']"
9430,"['RW', 'CF', 'CAM']"
9431,['RM']
9432,['GK']
9433,"['CM', 'CDM']"
9434,"['CB', 'RB']"
9435,"['CB', 'RB']"
9436,['CDM']
9437,"['LM', 'ST']"
9438,['CB']
9439,['ST']
9440,['CB']
9441,"['RB', 'LB']"
9442,"['CDM', 'RM', 'CM']"
9443,"['RW', 'LW']"
9444,['LB']
9445,['CB']
9446,"['LM', 'RM']"
9447,['LB']
9448,['GK']
9449,['CDM']
9450,['GK']
9451,"['RM', 'CAM']"
9452,['ST']
9453,"['CDM', 'CM']"
9454,['CB']
9455,"['RM', 'LM']"
9456,['RM']
9457,['CB']
9458,['CB']
9459,"['RB', 'CB']"
9460,"['ST', 'CF']"
9461,"['CM', 'LM', 'RM']"
9462,"['RB', 'RM']"
9463,"['CDM', 'CM']"
9464,"['LB', 'LWB']"
9465,"['CDM', 'CM']"
9466,['LM']
9467,['CB']
9468,['ST']
9469,"['RM', 'LM']"
9470,['CB']
9471,['ST']
9472,['GK']
9473,['GK']
9474,"['RWB', 'RB']"
9475,"['CAM', 'RM', 'LM', 'CM']"
9476,"['CB', 'RB']"
9477,['RW']
9478,['RB']
9479,['LM']
9480,"['CAM', 'LM', 'RM']"
9481,"['ST', 'CF']"
9482,['GK']
9483,"['CM', 'CAM']"
9484,['ST']
9485,['GK']
9486,['GK']
9487,"['RB', 'RWB', 'CB']"
9488,['LB']
9489,"['LB', 'CB']"
