,Weight
11536,82kg
11537,78kg
11538,80kg
11539,65kg
11540,88kg
11541,75kg
11542,78kg
11543,75kg
11544,86kg
11545,73kg
11546,85kg
11547,71kg
11548,71kg
11549,77kg
11550,75kg
11551,73kg
11552,86kg
11553,82kg
11554,73kg
11555,83kg
11556,75kg
11557,84kg
11558,85kg
11559,91kg
11560,75kg
11561,70kg
11562,70kg
11563,75kg
11564,82kg
11565,79kg
11566,80kg
11567,82kg
11568,67kg
11569,73kg
11570,76kg
11571,76kg
11572,72kg
11573,72kg
11574,76kg
11575,68kg
11576,74kg
11577,74kg
11578,66kg
11579,92kg
11580,92kg
11581,89kg
11582,76kg
11583,76kg
11584,63kg
11585,84kg
11586,84kg
11587,88kg
11588,74kg
11589,68kg
11590,76kg
11591,100kg
11592,79kg
11593,72kg
11594,78kg
11595,77kg
11596,76kg
11597,73kg
11598,64kg
11599,69kg
11600,65kg
11601,70kg
11602,68kg
11603,81kg
11604,67kg
11605,78kg
11606,67kg
11607,86kg
11608,77kg
11609,75kg
11610,77kg
11611,71kg
11612,67kg
11613,65kg
11614,95kg
11615,94kg
11616,75kg
11617,71kg
11618,74kg
11619,67kg
11620,78kg
11621,95kg
11622,73kg
11623,69kg
11624,73kg
11625,79kg
11626,84kg
11627,97kg
11628,97kg
11629,83kg
11630,84kg
11631,77kg
11632,75kg
11633,78kg
11634,86kg
11635,74kg
11636,72kg
11637,75kg
11638,77kg
11639,75kg
11640,70kg
11641,80kg
11642,70kg
11643,73kg
11644,82kg
11645,73kg
11646,83kg
11647,78kg
11648,64kg
11649,76kg
11650,85kg
11651,89kg
11652,73kg
11653,73kg
11654,68kg
11655,78kg
11656,78kg
11657,61kg
11658,76kg
11659,70kg
11660,66kg
11661,83kg
11662,65kg
11663,73kg
11664,90kg
11665,66kg
11666,70kg
11667,69kg
11668,64kg
11669,65kg
11670,62kg
11671,80kg
11672,75kg
11673,77kg
11674,71kg
11675,74kg
11676,87kg
11677,75kg
11678,69kg
11679,69kg
11680,87kg
11681,70kg
11682,62kg
11683,80kg
11684,71kg
11685,73kg
11686,81kg
11687,70kg
11688,80kg
11689,90kg
11690,85kg
11691,90kg
11692,82kg
11693,68kg
11694,78kg
11695,71kg
11696,80kg
11697,75kg
11698,90kg
11699,78kg
11700,79kg
11701,77kg
11702,90kg
11703,75kg
11704,86kg
11705,70kg
11706,72kg
11707,61kg
11708,65kg
11709,85kg
11710,66kg
11711,70kg
11712,73kg
11713,85kg
11714,78kg
11715,78kg
11716,80kg
11717,80kg
11718,75kg
11719,73kg
11720,93kg
11721,72kg
11722,90kg
11723,76kg
11724,90kg
11725,77kg
11726,70kg
11727,83kg
11728,72kg
11729,71kg
11730,71kg
11731,72kg
11732,75kg
11733,77kg
11734,79kg
11735,65kg
11736,76kg
11737,77kg
11738,75kg
11739,73kg
11740,72kg
11741,83kg
11742,80kg
11743,76kg
11744,79kg
11745,71kg
11746,76kg
11747,79kg
11748,70kg
11749,82kg
11750,81kg
11751,79kg
11752,80kg
11753,83kg
11754,74kg
11755,66kg
11756,78kg
11757,72kg
11758,81kg
11759,80kg
11760,75kg
11761,87kg
11762,85kg
11763,74kg
11764,88kg
11765,85kg
11766,68kg
11767,73kg
11768,78kg
11769,74kg
11770,70kg
11771,65kg
11772,74kg
11773,72kg
11774,82kg
11775,74kg
11776,76kg
11777,68kg
11778,84kg
11779,85kg
11780,80kg
11781,80kg
11782,73kg
11783,70kg
11784,77kg
11785,70kg
11786,85kg
11787,75kg
11788,78kg
11789,80kg
11790,81kg
11791,78kg
11792,82kg
11793,82kg
11794,60kg
11795,75kg
11796,84kg
11797,77kg
11798,80kg
11799,63kg
11800,70kg
11801,78kg
11802,82kg
11803,66kg
11804,77kg
11805,93kg
11806,70kg
11807,73kg
11808,75kg
11809,70kg
11810,81kg
11811,82kg
11812,82kg
11813,68kg
11814,73kg
11815,80kg
11816,70kg
11817,70kg
11818,78kg
11819,70kg
11820,80kg
11821,71kg
11822,97kg
11823,73kg
11824,70kg
11825,80kg
11826,84kg
11827,73kg
11828,71kg
11829,73kg
11830,74kg
11831,78kg
11832,78kg
11833,83kg
11834,82kg
11835,83kg
11836,77kg
11837,84kg
11838,77kg
11839,75kg
11840,76kg
11841,80kg
11842,73kg
11843,72kg
11844,67kg
11845,71kg
11846,86kg
11847,87kg
11848,75kg
11849,71kg
11850,74kg
11851,79kg
11852,73kg
11853,83kg
11854,70kg
11855,70kg
11856,78kg
11857,83kg
11858,68kg
11859,74kg
11860,78kg
11861,70kg
11862,72kg
11863,79kg
11864,65kg
11865,64kg
11866,70kg
11867,70kg
11868,77kg
11869,73kg
11870,72kg
11871,82kg
11872,69kg
11873,71kg
11874,70kg
11875,75kg
11876,73kg
11877,85kg
11878,65kg
11879,79kg
11880,60kg
11881,88kg
11882,86kg
11883,86kg
11884,77kg
11885,81kg
11886,70kg
11887,81kg
11888,68kg
11889,72kg
11890,64kg
11891,72kg
11892,77kg
11893,84kg
11894,81kg
11895,82kg
11896,82kg
11897,94kg
11898,71kg
11899,58kg
11900,90kg
11901,85kg
11902,68kg
11903,70kg
11904,85kg
11905,73kg
11906,76kg
11907,68kg
11908,77kg
11909,73kg
11910,67kg
11911,90kg
11912,91kg
11913,71kg
11914,75kg
11915,75kg
11916,75kg
11917,79kg
11918,78kg
11919,80kg
11920,83kg
11921,68kg
11922,79kg
11923,70kg
11924,72kg
11925,66kg
11926,55kg
11927,90kg
11928,76kg
11929,58kg
11930,64kg
11931,84kg
11932,88kg
11933,74kg
11934,74kg
11935,73kg
11936,80kg
11937,86kg
11938,75kg
11939,69kg
11940,74kg
11941,80kg
11942,77kg
11943,83kg
11944,70kg
11945,72kg
11946,77kg
11947,76kg
11948,81kg
11949,88kg
11950,75kg
11951,90kg
11952,79kg
11953,72kg
11954,70kg
11955,63kg
11956,81kg
11957,77kg
11958,72kg
11959,70kg
11960,62kg
11961,82kg
11962,76kg
11963,78kg
11964,62kg
11965,73kg
11966,60kg
11967,72kg
11968,75kg
11969,80kg
11970,70kg
11971,84kg
11972,85kg
11973,68kg
11974,87kg
11975,67kg
11976,83kg
11977,68kg
11978,71kg
11979,85kg
11980,72kg
11981,92kg
11982,75kg
11983,85kg
11984,66kg
11985,66kg
11986,70kg
11987,68kg
11988,78kg
11989,77kg
11990,73kg
11991,70kg
11992,76kg
11993,70kg
11994,84kg
11995,85kg
11996,82kg
11997,79kg
11998,81kg
11999,75kg
12000,73kg
12001,80kg
12002,65kg
12003,68kg
12004,78kg
12005,74kg
12006,66kg
12007,72kg
12008,80kg
12009,68kg
12010,78kg
12011,67kg
12012,88kg
12013,75kg
12014,70kg
12015,58kg
12016,73kg
12017,68kg
12018,77kg
12019,75kg
12020,70kg
12021,68kg
12022,61kg
12023,79kg
12024,78kg
12025,79kg
12026,83kg
12027,89kg
12028,78kg
12029,77kg
12030,71kg
12031,80kg
12032,68kg
12033,94kg
12034,73kg
12035,74kg
12036,74kg
12037,84kg
12038,72kg
12039,78kg
12040,83kg
12041,82kg
12042,83kg
12043,75kg
12044,80kg
12045,80kg
12046,90kg
12047,68kg
12048,75kg
12049,76kg
12050,69kg
12051,78kg
12052,75kg
12053,79kg
12054,79kg
12055,79kg
12056,69kg
12057,83kg
12058,80kg
12059,73kg
12060,85kg
12061,67kg
12062,76kg
12063,64kg
12064,64kg
12065,88kg
12066,64kg
12067,82kg
12068,81kg
12069,80kg
12070,71kg
12071,67kg
12072,81kg
12073,83kg
12074,70kg
12075,86kg
12076,69kg
12077,81kg
12078,76kg
12079,77kg
12080,75kg
12081,86kg
12082,75kg
12083,62kg
12084,75kg
12085,73kg
12086,76kg
12087,76kg
12088,79kg
12089,86kg
12090,70kg
12091,69kg
12092,87kg
12093,75kg
12094,84kg
12095,84kg
12096,60kg
12097,73kg
12098,70kg
12099,72kg
12100,82kg
12101,77kg
12102,74kg
12103,71kg
12104,72kg
12105,75kg
12106,79kg
12107,76kg
12108,77kg
12109,70kg
12110,82kg
12111,84kg
12112,70kg
12113,71kg
12114,71kg
12115,72kg
12116,72kg
12117,75kg
12118,71kg
12119,80kg
12120,81kg
12121,80kg
12122,75kg
12123,88kg
12124,75kg
12125,67kg
12126,70kg
12127,70kg
12128,77kg
12129,87kg
12130,80kg
12131,70kg
12132,72kg
12133,63kg
12134,87kg
12135,82kg
12136,75kg
12137,70kg
12138,70kg
12139,75kg
12140,80kg
12141,70kg
12142,72kg
12143,69kg
12144,84kg
12145,73kg
12146,67kg
12147,88kg
12148,74kg
12149,77kg
12150,68kg
12151,80kg
12152,84kg
12153,73kg
12154,70kg
12155,65kg
12156,68kg
12157,78kg
12158,77kg
12159,74kg
12160,76kg
12161,86kg
12162,73kg
12163,57kg
12164,71kg
12165,88kg
12166,75kg
12167,67kg
12168,64kg
12169,71kg
12170,72kg
12171,70kg
12172,88kg
12173,75kg
12174,82kg
12175,73kg
12176,72kg
12177,84kg
12178,72kg
12179,57kg
12180,70kg
12181,70kg
12182,77kg
12183,82kg
12184,74kg
12185,65kg
12186,75kg
12187,76kg
12188,73kg
12189,73kg
12190,89kg
12191,64kg
12192,74kg
12193,80kg
12194,73kg
12195,75kg
12196,75kg
12197,76kg
12198,82kg
12199,84kg
12200,70kg
12201,80kg
12202,78kg
12203,96kg
12204,72kg
12205,85kg
12206,76kg
12207,84kg
12208,76kg
12209,75kg
12210,74kg
12211,79kg
12212,73kg
12213,74kg
12214,85kg
12215,75kg
12216,66kg
12217,55kg
12218,81kg
12219,79kg
12220,81kg
12221,72kg
12222,85kg
12223,80kg
12224,85kg
12225,73kg
12226,59kg
12227,79kg
12228,73kg
12229,82kg
12230,66kg
12231,73kg
12232,66kg
12233,74kg
12234,83kg
12235,75kg
12236,75kg
12237,79kg
12238,71kg
12239,73kg
12240,73kg
12241,78kg
12242,69kg
12243,80kg
12244,80kg
12245,77kg
12246,76kg
12247,81kg
12248,81kg
12249,75kg
12250,73kg
12251,78kg
12252,72kg
12253,73kg
12254,80kg
12255,77kg
12256,66kg
12257,75kg
12258,68kg
12259,72kg
12260,74kg
12261,70kg
12262,72kg
12263,67kg
12264,72kg
12265,68kg
12266,83kg
12267,75kg
12268,75kg
12269,69kg
12270,93kg
12271,74kg
12272,71kg
12273,60kg
12274,69kg
12275,75kg
12276,85kg
12277,70kg
12278,80kg
12279,77kg
12280,71kg
12281,69kg
12282,78kg
12283,75kg
12284,76kg
12285,78kg
12286,75kg
12287,63kg
12288,70kg
12289,70kg
12290,73kg
12291,73kg
12292,71kg
12293,88kg
12294,79kg
12295,66kg
12296,77kg
12297,78kg
12298,76kg
12299,67kg
12300,77kg
12301,86kg
12302,75kg
12303,73kg
12304,74kg
12305,76kg
12306,78kg
12307,75kg
12308,69kg
12309,78kg
12310,73kg
12311,78kg
12312,64kg
12313,75kg
12314,65kg
12315,84kg
12316,86kg
12317,82kg
12318,72kg
12319,70kg
12320,72kg
12321,75kg
12322,73kg
12323,81kg
12324,66kg
12325,78kg
12326,73kg
12327,76kg
12328,70kg
12329,64kg
12330,75kg
12331,76kg
12332,74kg
12333,63kg
12334,81kg
12335,73kg
12336,88kg
12337,92kg
12338,75kg
12339,88kg
12340,78kg
12341,75kg
12342,75kg
12343,70kg
12344,78kg
12345,78kg
12346,75kg
12347,85kg
12348,78kg
12349,83kg
12350,69kg
12351,75kg
12352,63kg
12353,75kg
12354,78kg
12355,79kg
12356,72kg
12357,68kg
12358,79kg
12359,87kg
12360,81kg
12361,88kg
12362,75kg
12363,70kg
12364,65kg
12365,83kg
12366,60kg
12367,69kg
12368,73kg
12369,78kg
12370,80kg
12371,82kg
12372,84kg
12373,80kg
12374,75kg
12375,72kg
12376,65kg
12377,72kg
12378,72kg
12379,59kg
12380,77kg
12381,81kg
12382,71kg
12383,72kg
12384,89kg
12385,72kg
12386,88kg
12387,90kg
12388,82kg
12389,87kg
12390,79kg
12391,72kg
12392,85kg
12393,85kg
12394,70kg
12395,68kg
12396,73kg
12397,77kg
12398,75kg
12399,80kg
12400,69kg
12401,85kg
12402,76kg
12403,75kg
12404,75kg
12405,74kg
12406,75kg
12407,72kg
12408,71kg
12409,73kg
12410,73kg
12411,79kg
12412,69kg
12413,70kg
12414,81kg
12415,75kg
12416,71kg
12417,71kg
12418,70kg
12419,79kg
12420,64kg
12421,76kg
12422,85kg
12423,76kg
12424,73kg
12425,63kg
12426,81kg
12427,68kg
12428,80kg
12429,75kg
12430,80kg
12431,75kg
12432,75kg
12433,74kg
12434,66kg
12435,59kg
12436,70kg
12437,84kg
12438,83kg
12439,81kg
12440,56kg
12441,78kg
12442,83kg
12443,69kg
12444,69kg
12445,68kg
12446,68kg
12447,78kg
12448,68kg
12449,70kg
12450,68kg
12451,73kg
12452,68kg
12453,60kg
12454,69kg
12455,78kg
12456,73kg
12457,75kg
12458,69kg
12459,74kg
12460,88kg
12461,78kg
12462,75kg
12463,60kg
12464,70kg
12465,77kg
12466,66kg
12467,66kg
12468,81kg
12469,80kg
12470,92kg
12471,79kg
12472,65kg
12473,69kg
12474,88kg
12475,76kg
12476,85kg
12477,65kg
12478,72kg
12479,74kg
12480,69kg
12481,88kg
12482,92kg
12483,72kg
12484,74kg
12485,71kg
12486,89kg
12487,77kg
12488,80kg
12489,80kg
12490,76kg
12491,76kg
12492,72kg
12493,72kg
12494,88kg
12495,88kg
12496,80kg
12497,83kg
12498,70kg
12499,81kg
12500,67kg
12501,77kg
12502,60kg
12503,81kg
12504,72kg
12505,83kg
12506,84kg
12507,64kg
12508,78kg
12509,67kg
12510,81kg
12511,71kg
12512,83kg
12513,75kg
12514,92kg
12515,63kg
12516,66kg
12517,65kg
12518,81kg
12519,77kg
12520,61kg
12521,82kg
12522,72kg
12523,76kg
12524,77kg
12525,78kg
12526,78kg
12527,73kg
12528,83kg
12529,72kg
12530,65kg
12531,68kg
12532,73kg
12533,74kg
12534,85kg
12535,79kg
12536,74kg
12537,71kg
12538,77kg
12539,75kg
12540,74kg
12541,78kg
12542,75kg
12543,70kg
12544,83kg
12545,92kg
12546,92kg
12547,82kg
12548,72kg
12549,75kg
12550,63kg
12551,79kg
12552,85kg
12553,64kg
12554,78kg
12555,88kg
12556,75kg
12557,81kg
12558,74kg
12559,77kg
12560,72kg
12561,81kg
12562,78kg
12563,86kg
12564,75kg
12565,73kg
12566,83kg
12567,82kg
12568,72kg
12569,79kg
12570,82kg
12571,74kg
12572,79kg
12573,66kg
12574,62kg
12575,83kg
12576,81kg
12577,79kg
12578,64kg
12579,69kg
12580,71kg
12581,74kg
12582,62kg
12583,80kg
12584,82kg
12585,70kg
12586,75kg
12587,79kg
12588,80kg
12589,79kg
12590,85kg
12591,75kg
12592,74kg
12593,89kg
12594,80kg
12595,78kg
12596,70kg
12597,70kg
12598,70kg
12599,71kg
12600,72kg
12601,80kg
12602,73kg
12603,75kg
12604,69kg
12605,65kg
12606,79kg
12607,72kg
12608,88kg
12609,73kg
12610,76kg
12611,77kg
12612,82kg
12613,66kg
12614,80kg
12615,92kg
12616,72kg
12617,70kg
12618,73kg
12619,71kg
12620,80kg
12621,75kg
12622,72kg
12623,77kg
12624,83kg
12625,68kg
12626,81kg
12627,75kg
12628,70kg
12629,75kg
12630,76kg
12631,72kg
12632,70kg
12633,83kg
12634,76kg
12635,74kg
12636,80kg
12637,91kg
12638,79kg
12639,79kg
12640,67kg
12641,70kg
12642,71kg
12643,75kg
12644,80kg
12645,81kg
12646,78kg
12647,70kg
12648,70kg
12649,74kg
12650,82kg
12651,78kg
12652,75kg
12653,70kg
12654,75kg
12655,72kg
12656,72kg
12657,74kg
12658,75kg
12659,90kg
12660,77kg
12661,81kg
12662,79kg
12663,88kg
12664,70kg
12665,81kg
12666,83kg
12667,77kg
12668,75kg
12669,72kg
12670,72kg
12671,67kg
12672,73kg
12673,75kg
12674,75kg
12675,69kg
12676,82kg
12677,70kg
12678,76kg
12679,75kg
12680,73kg
12681,76kg
12682,70kg
12683,63kg
12684,67kg
12685,81kg
12686,64kg
12687,76kg
12688,65kg
12689,74kg
12690,76kg
12691,78kg
12692,85kg
12693,81kg
12694,72kg
12695,74kg
12696,79kg
12697,74kg
12698,70kg
12699,70kg
12700,79kg
12701,70kg
12702,77kg
12703,66kg
12704,78kg
12705,70kg
12706,75kg
12707,70kg
12708,73kg
12709,85kg
12710,70kg
12711,79kg
12712,74kg
12713,86kg
12714,65kg
12715,72kg
12716,78kg
12717,94kg
12718,76kg
12719,70kg
12720,70kg
12721,80kg
12722,76kg
12723,66kg
12724,73kg
12725,66kg
12726,81kg
12727,62kg
12728,84kg
12729,67kg
12730,76kg
12731,70kg
12732,74kg
12733,70kg
12734,75kg
12735,68kg
12736,70kg
12737,75kg
12738,81kg
12739,85kg
12740,73kg
12741,66kg
12742,63kg
12743,74kg
12744,85kg
12745,65kg
12746,67kg
12747,82kg
12748,82kg
12749,71kg
12750,71kg
12751,81kg
12752,68kg
12753,74kg
12754,71kg
12755,80kg
12756,69kg
12757,62kg
12758,78kg
12759,84kg
12760,73kg
12761,67kg
12762,85kg
12763,83kg
12764,75kg
12765,77kg
12766,72kg
12767,75kg
12768,70kg
12769,67kg
12770,70kg
12771,74kg
12772,72kg
12773,81kg
12774,73kg
12775,73kg
12776,66kg
12777,82kg
12778,80kg
12779,67kg
12780,68kg
12781,76kg
12782,71kg
12783,86kg
12784,64kg
12785,69kg
12786,75kg
12787,67kg
12788,73kg
12789,54kg
12790,80kg
12791,70kg
12792,79kg
12793,80kg
12794,67kg
12795,72kg
12796,74kg
12797,78kg
12798,74kg
12799,70kg
12800,86kg
12801,86kg
12802,74kg
12803,78kg
12804,74kg
12805,75kg
12806,73kg
12807,70kg
12808,73kg
12809,65kg
12810,74kg
12811,80kg
12812,85kg
12813,76kg
12814,75kg
12815,73kg
12816,75kg
12817,59kg
12818,76kg
12819,85kg
12820,71kg
12821,75kg
12822,87kg
12823,75kg
12824,65kg
12825,102kg
12826,72kg
12827,66kg
12828,70kg
12829,78kg
12830,66kg
12831,74kg
12832,84kg
12833,70kg
12834,70kg
12835,70kg
12836,80kg
12837,75kg
12838,68kg
12839,65kg
12840,85kg
12841,75kg
12842,71kg
12843,78kg
12844,81kg
12845,70kg
12846,75kg
12847,75kg
12848,68kg
12849,79kg
12850,86kg
12851,81kg
12852,81kg
12853,77kg
12854,77kg
12855,73kg
12856,72kg
12857,80kg
12858,80kg
12859,75kg
12860,68kg
12861,80kg
12862,82kg
12863,79kg
12864,70kg
12865,78kg
12866,55kg
12867,70kg
12868,72kg
12869,74kg
12870,74kg
12871,74kg
12872,70kg
12873,80kg
12874,75kg
12875,70kg
12876,66kg
12877,76kg
12878,78kg
12879,78kg
12880,70kg
12881,87kg
12882,70kg
12883,78kg
12884,82kg
12885,67kg
12886,72kg
12887,77kg
12888,67kg
12889,80kg
12890,83kg
12891,63kg
12892,81kg
12893,70kg
12894,77kg
12895,71kg
12896,69kg
12897,64kg
12898,82kg
12899,70kg
12900,70kg
12901,81kg
12902,86kg
12903,86kg
12904,75kg
12905,73kg
12906,83kg
12907,80kg
12908,87kg
12909,75kg
12910,77kg
12911,70kg
12912,79kg
12913,77kg
12914,68kg
12915,93kg
12916,93kg
12917,75kg
12918,72kg
12919,74kg
12920,75kg
12921,75kg
12922,85kg
12923,70kg
12924,74kg
12925,64kg
12926,68kg
12927,79kg
12928,84kg
12929,72kg
12930,78kg
12931,86kg
12932,67kg
12933,77kg
12934,65kg
12935,64kg
12936,78kg
12937,71kg
12938,78kg
12939,85kg
12940,86kg
12941,69kg
12942,75kg
12943,78kg
12944,79kg
12945,77kg
12946,80kg
12947,76kg
12948,78kg
12949,73kg
12950,68kg
12951,77kg
12952,78kg
12953,85kg
12954,85kg
12955,86kg
12956,78kg
12957,79kg
12958,80kg
12959,74kg
12960,58kg
12961,88kg
12962,81kg
12963,73kg
12964,64kg
12965,74kg
12966,69kg
12967,60kg
12968,70kg
12969,89kg
12970,74kg
12971,79kg
12972,78kg
12973,85kg
12974,85kg
12975,74kg
12976,83kg
12977,75kg
12978,85kg
12979,73kg
12980,78kg
12981,69kg
12982,84kg
12983,68kg
12984,68kg
12985,84kg
12986,95kg
12987,75kg
12988,74kg
12989,71kg
12990,70kg
12991,74kg
12992,78kg
12993,74kg
12994,75kg
12995,77kg
12996,72kg
12997,76kg
12998,75kg
12999,75kg
13000,77kg
13001,85kg
13002,74kg
13003,70kg
13004,75kg
13005,75kg
13006,76kg
13007,86kg
13008,74kg
13009,75kg
13010,68kg
13011,75kg
13012,81kg
13013,90kg
13014,82kg
13015,79kg
13016,68kg
13017,75kg
13018,82kg
13019,75kg
13020,78kg
13021,70kg
13022,74kg
13023,82kg
13024,77kg
13025,73kg
13026,71kg
13027,79kg
13028,70kg
13029,75kg
13030,87kg
13031,73kg
13032,82kg
13033,75kg
13034,80kg
13035,78kg
13036,80kg
13037,81kg
13038,75kg
13039,83kg
13040,80kg
13041,77kg
13042,79kg
13043,82kg
13044,62kg
13045,76kg
13046,76kg
13047,75kg
13048,70kg
13049,84kg
13050,77kg
13051,83kg
13052,81kg
13053,85kg
13054,73kg
13055,74kg
13056,74kg
13057,71kg
13058,66kg
13059,70kg
13060,77kg
13061,74kg
13062,78kg
13063,78kg
13064,81kg
13065,70kg
13066,71kg
13067,80kg
13068,71kg
13069,74kg
13070,68kg
13071,70kg
13072,70kg
13073,77kg
13074,72kg
13075,71kg
13076,81kg
13077,80kg
13078,71kg
13079,82kg
13080,68kg
13081,75kg
13082,69kg
13083,79kg
13084,80kg
13085,76kg
13086,84kg
13087,70kg
13088,68kg
13089,72kg
13090,68kg
13091,67kg
13092,70kg
13093,76kg
13094,74kg
13095,64kg
13096,75kg
13097,77kg
13098,74kg
13099,70kg
13100,70kg
13101,79kg
13102,65kg
13103,73kg
13104,80kg
13105,74kg
13106,60kg
13107,60kg
13108,84kg
13109,74kg
13110,65kg
13111,86kg
13112,79kg
13113,80kg
13114,78kg
13115,78kg
13116,75kg
13117,82kg
13118,67kg
13119,77kg
13120,76kg
13121,74kg
13122,66kg
13123,64kg
13124,73kg
13125,77kg
13126,79kg
13127,81kg
13128,78kg
13129,87kg
13130,69kg
13131,86kg
13132,70kg
13133,81kg
13134,85kg
13135,75kg
13136,76kg
13137,65kg
13138,68kg
13139,82kg
13140,80kg
13141,77kg
13142,69kg
13143,68kg
13144,74kg
13145,72kg
13146,77kg
13147,61kg
13148,70kg
13149,81kg
13150,76kg
13151,83kg
13152,77kg
13153,87kg
13154,69kg
13155,90kg
13156,65kg
13157,72kg
13158,72kg
13159,70kg
13160,78kg
13161,69kg
13162,78kg
13163,70kg
13164,87kg
13165,70kg
13166,75kg
13167,61kg
13168,69kg
13169,69kg
13170,81kg
13171,62kg
13172,74kg
13173,79kg
13174,76kg
13175,75kg
13176,82kg
13177,75kg
13178,70kg
13179,62kg
13180,79kg
13181,84kg
13182,70kg
13183,78kg
13184,71kg
13185,72kg
13186,77kg
13187,78kg
13188,82kg
13189,70kg
13190,82kg
13191,70kg
13192,75kg
13193,76kg
13194,80kg
13195,67kg
13196,76kg
13197,72kg
13198,83kg
13199,81kg
13200,78kg
13201,64kg
13202,73kg
13203,68kg
13204,75kg
13205,78kg
13206,70kg
13207,81kg
13208,77kg
13209,77kg
13210,82kg
13211,77kg
13212,83kg
13213,82kg
13214,72kg
13215,81kg
13216,74kg
13217,70kg
13218,77kg
13219,67kg
13220,76kg
13221,77kg
13222,65kg
13223,82kg
13224,65kg
13225,68kg
13226,69kg
13227,78kg
13228,71kg
13229,75kg
13230,70kg
13231,70kg
13232,62kg
13233,75kg
13234,88kg
13235,77kg
13236,80kg
13237,69kg
13238,81kg
13239,75kg
13240,80kg
13241,79kg
13242,84kg
13243,70kg
13244,65kg
13245,81kg
13246,75kg
13247,68kg
13248,82kg
13249,70kg
13250,66kg
13251,76kg
13252,80kg
13253,86kg
13254,76kg
13255,65kg
13256,75kg
13257,90kg
13258,80kg
13259,75kg
13260,75kg
13261,87kg
13262,68kg
13263,85kg
13264,75kg
13265,88kg
13266,73kg
13267,73kg
13268,70kg
13269,71kg
13270,70kg
13271,73kg
13272,72kg
13273,79kg
13274,72kg
13275,80kg
13276,77kg
13277,68kg
13278,82kg
13279,76kg
13280,70kg
13281,70kg
13282,64kg
13283,80kg
13284,62kg
13285,69kg
13286,65kg
13287,77kg
13288,66kg
13289,70kg
13290,87kg
13291,71kg
13292,85kg
13293,74kg
13294,72kg
13295,70kg
13296,77kg
13297,71kg
13298,69kg
13299,87kg
13300,75kg
13301,72kg
13302,65kg
13303,78kg
13304,79kg
13305,75kg
13306,85kg
13307,83kg
13308,75kg
13309,66kg
13310,70kg
13311,70kg
13312,68kg
13313,72kg
13314,70kg
13315,77kg
13316,76kg
13317,77kg
13318,67kg
13319,72kg
13320,70kg
13321,89kg
13322,70kg
13323,87kg
13324,58kg
13325,77kg
13326,67kg
13327,78kg
13328,76kg
13329,79kg
13330,72kg
13331,63kg
13332,68kg
13333,70kg
13334,81kg
13335,67kg
13336,84kg
13337,78kg
13338,71kg
13339,80kg
13340,87kg
13341,87kg
13342,74kg
13343,75kg
13344,72kg
13345,72kg
13346,80kg
13347,80kg
13348,60kg
13349,71kg
13350,72kg
13351,71kg
13352,70kg
13353,72kg
13354,84kg
13355,70kg
13356,77kg
13357,74kg
13358,61kg
13359,74kg
13360,70kg
13361,71kg
13362,71kg
13363,71kg
13364,78kg
13365,76kg
13366,67kg
13367,85kg
13368,80kg
13369,88kg
13370,69kg
13371,76kg
13372,74kg
13373,60kg
13374,75kg
13375,60kg
13376,77kg
13377,89kg
13378,75kg
13379,86kg
13380,78kg
13381,80kg
13382,70kg
13383,81kg
13384,75kg
13385,73kg
13386,73kg
13387,75kg
13388,77kg
13389,70kg
13390,68kg
13391,75kg
13392,78kg
13393,79kg
13394,78kg
13395,80kg
13396,82kg
13397,72kg
13398,70kg
13399,76kg
13400,75kg
13401,83kg
13402,75kg
13403,71kg
13404,70kg
13405,85kg
13406,68kg
13407,68kg
13408,68kg
13409,63kg
13410,75kg
13411,68kg
13412,92kg
13413,92kg
13414,72kg
13415,75kg
13416,85kg
13417,86kg
13418,73kg
13419,80kg
13420,65kg
13421,75kg
13422,63kg
13423,66kg
13424,70kg
13425,75kg
13426,66kg
13427,92kg
13428,68kg
13429,70kg
13430,81kg
13431,74kg
13432,72kg
13433,72kg
13434,83kg
13435,75kg
13436,82kg
13437,77kg
13438,70kg
13439,73kg
13440,94kg
13441,81kg
13442,77kg
13443,66kg
13444,87kg
13445,82kg
13446,72kg
13447,71kg
13448,77kg
13449,62kg
13450,83kg
13451,62kg
13452,76kg
13453,77kg
13454,78kg
13455,76kg
13456,68kg
13457,70kg
13458,78kg
13459,74kg
13460,78kg
13461,72kg
13462,70kg
13463,72kg
13464,72kg
13465,70kg
13466,68kg
13467,85kg
13468,78kg
13469,83kg
13470,84kg
13471,80kg
13472,65kg
13473,72kg
13474,80kg
13475,70kg
13476,71kg
13477,50kg
13478,77kg
13479,70kg
13480,78kg
13481,66kg
13482,75kg
13483,75kg
13484,78kg
13485,70kg
13486,73kg
13487,68kg
13488,73kg
13489,72kg
13490,74kg
13491,69kg
13492,61kg
13493,68kg
13494,85kg
13495,85kg
13496,66kg
13497,76kg
13498,88kg
13499,71kg
13500,76kg
13501,77kg
13502,75kg
13503,78kg
13504,81kg
13505,69kg
13506,76kg
13507,73kg
13508,79kg
13509,67kg
13510,67kg
13511,75kg
13512,66kg
13513,64kg
13514,64kg
13515,64kg
13516,79kg
13517,79kg
13518,80kg
13519,75kg
13520,74kg
13521,75kg
13522,67kg
13523,74kg
13524,70kg
13525,70kg
13526,66kg
13527,69kg
13528,71kg
13529,68kg
13530,66kg
13531,91kg
13532,90kg
13533,82kg
13534,75kg
